image_id,person,path
051498.jpg,3708,..\datasets\train\051498_aligned.jpg
001580.jpg,1875,..\datasets\train\001580_aligned.jpg
069213.jpg,3356,..\datasets\train\069213_aligned.jpg
006320.jpg,2429,..\datasets\train\006320_aligned.jpg
171789.jpg,2195,..\datasets\train\171789_aligned.jpg
010429.jpg,9808,..\datasets\train\010429_aligned.jpg
024150.jpg,8847,..\datasets\train\024150_aligned.jpg
035853.jpg,9001,..\datasets\train\035853_aligned.jpg
088254.jpg,742,..\datasets\train\088254_aligned.jpg
097380.jpg,10036,..\datasets\train\097380_aligned.jpg
151048.jpg,66,..\datasets\train\151048_aligned.jpg
008959.jpg,2537,..\datasets\train\008959_aligned.jpg
182932.jpg,5987,..\datasets\train\182932_aligned.jpg
014604.jpg,2240,..\datasets\train\014604_aligned.jpg
019123.jpg,4119,..\datasets\train\019123_aligned.jpg
111634.jpg,6645,..\datasets\train\111634_aligned.jpg
051545.jpg,4102,..\datasets\train\051545_aligned.jpg
025342.jpg,1611,..\datasets\train\025342_aligned.jpg
126654.jpg,5131,..\datasets\train\126654_aligned.jpg
190367.jpg,5226,..\datasets\train\190367_aligned.jpg
079422.jpg,9106,..\datasets\train\079422_aligned.jpg
173401.jpg,1306,..\datasets\train\173401_aligned.jpg
097863.jpg,4265,..\datasets\train\097863_aligned.jpg
024173.jpg,5833,..\datasets\train\024173_aligned.jpg
117176.jpg,7294,..\datasets\train\117176_aligned.jpg
188264.jpg,6194,..\datasets\train\188264_aligned.jpg
134010.jpg,8928,..\datasets\train\134010_aligned.jpg
038725.jpg,553,..\datasets\train\038725_aligned.jpg
013196.jpg,8189,..\datasets\train\013196_aligned.jpg
031837.jpg,1874,..\datasets\train\031837_aligned.jpg
000344.jpg,975,..\datasets\train\000344_aligned.jpg
050626.jpg,1888,..\datasets\train\050626_aligned.jpg
185623.jpg,5169,..\datasets\train\185623_aligned.jpg
034472.jpg,3364,..\datasets\train\034472_aligned.jpg
170979.jpg,4210,..\datasets\train\170979_aligned.jpg
015331.jpg,6181,..\datasets\train\015331_aligned.jpg
034257.jpg,1817,..\datasets\train\034257_aligned.jpg
032685.jpg,8827,..\datasets\train\032685_aligned.jpg
138585.jpg,5291,..\datasets\train\138585_aligned.jpg
102064.jpg,2334,..\datasets\train\102064_aligned.jpg
118851.jpg,2130,..\datasets\train\118851_aligned.jpg
129268.jpg,5291,..\datasets\train\129268_aligned.jpg
198604.jpg,6172,..\datasets\train\198604_aligned.jpg
093927.jpg,894,..\datasets\train\093927_aligned.jpg
005044.jpg,7467,..\datasets\train\005044_aligned.jpg
184230.jpg,5946,..\datasets\train\184230_aligned.jpg
100539.jpg,2015,..\datasets\train\100539_aligned.jpg
052581.jpg,5694,..\datasets\train\052581_aligned.jpg
148289.jpg,66,..\datasets\train\148289_aligned.jpg
180782.jpg,3140,..\datasets\train\180782_aligned.jpg
097224.jpg,3325,..\datasets\train\097224_aligned.jpg
147288.jpg,7286,..\datasets\train\147288_aligned.jpg
034144.jpg,1275,..\datasets\train\034144_aligned.jpg
155184.jpg,10036,..\datasets\train\155184_aligned.jpg
153899.jpg,9151,..\datasets\train\153899_aligned.jpg
005108.jpg,7611,..\datasets\train\005108_aligned.jpg
059448.jpg,10000,..\datasets\train\059448_aligned.jpg
020536.jpg,7552,..\datasets\train\020536_aligned.jpg
185283.jpg,5457,..\datasets\train\185283_aligned.jpg
164324.jpg,3768,..\datasets\train\164324_aligned.jpg
032358.jpg,2141,..\datasets\train\032358_aligned.jpg
010554.jpg,10055,..\datasets\train\010554_aligned.jpg
130476.jpg,8667,..\datasets\train\130476_aligned.jpg
104302.jpg,2813,..\datasets\train\104302_aligned.jpg
088500.jpg,433,..\datasets\train\088500_aligned.jpg
037262.jpg,4087,..\datasets\train\037262_aligned.jpg
147109.jpg,8776,..\datasets\train\147109_aligned.jpg
169947.jpg,2195,..\datasets\train\169947_aligned.jpg
010191.jpg,5805,..\datasets\train\010191_aligned.jpg
172731.jpg,2002,..\datasets\train\172731_aligned.jpg
140619.jpg,9084,..\datasets\train\140619_aligned.jpg
088427.jpg,1279,..\datasets\train\088427_aligned.jpg
001545.jpg,8278,..\datasets\train\001545_aligned.jpg
037281.jpg,9878,..\datasets\train\037281_aligned.jpg
129478.jpg,4715,..\datasets\train\129478_aligned.jpg
042648.jpg,6002,..\datasets\train\042648_aligned.jpg
008254.jpg,6263,..\datasets\train\008254_aligned.jpg
007495.jpg,5320,..\datasets\train\007495_aligned.jpg
032709.jpg,7203,..\datasets\train\032709_aligned.jpg
103388.jpg,2550,..\datasets\train\103388_aligned.jpg
126810.jpg,7923,..\datasets\train\126810_aligned.jpg
007106.jpg,6474,..\datasets\train\007106_aligned.jpg
200503.jpg,5301,..\datasets\train\200503_aligned.jpg
182890.jpg,9128,..\datasets\train\182890_aligned.jpg
194514.jpg,8787,..\datasets\train\194514_aligned.jpg
091521.jpg,3149,..\datasets\train\091521_aligned.jpg
077140.jpg,8896,..\datasets\train\077140_aligned.jpg
025661.jpg,1895,..\datasets\train\025661_aligned.jpg
068206.jpg,9711,..\datasets\train\068206_aligned.jpg
038431.jpg,6292,..\datasets\train\038431_aligned.jpg
065723.jpg,4323,..\datasets\train\065723_aligned.jpg
183101.jpg,8945,..\datasets\train\183101_aligned.jpg
115617.jpg,4051,..\datasets\train\115617_aligned.jpg
146044.jpg,6404,..\datasets\train\146044_aligned.jpg
151382.jpg,9902,..\datasets\train\151382_aligned.jpg
154103.jpg,1246,..\datasets\train\154103_aligned.jpg
036623.jpg,69,..\datasets\train\036623_aligned.jpg
114422.jpg,988,..\datasets\train\114422_aligned.jpg
064873.jpg,5313,..\datasets\train\064873_aligned.jpg
086807.jpg,3760,..\datasets\train\086807_aligned.jpg
052422.jpg,2110,..\datasets\train\052422_aligned.jpg
018842.jpg,5329,..\datasets\train\018842_aligned.jpg
184194.jpg,9841,..\datasets\train\184194_aligned.jpg
015956.jpg,8712,..\datasets\train\015956_aligned.jpg
102708.jpg,2141,..\datasets\train\102708_aligned.jpg
118586.jpg,9693,..\datasets\train\118586_aligned.jpg
104162.jpg,3027,..\datasets\train\104162_aligned.jpg
000723.jpg,6546,..\datasets\train\000723_aligned.jpg
018348.jpg,1113,..\datasets\train\018348_aligned.jpg
129127.jpg,8112,..\datasets\train\129127_aligned.jpg
028386.jpg,6231,..\datasets\train\028386_aligned.jpg
194530.jpg,5770,..\datasets\train\194530_aligned.jpg
172027.jpg,3113,..\datasets\train\172027_aligned.jpg
007584.jpg,1914,..\datasets\train\007584_aligned.jpg
046678.jpg,4251,..\datasets\train\046678_aligned.jpg
022138.jpg,2483,..\datasets\train\022138_aligned.jpg
093908.jpg,6232,..\datasets\train\093908_aligned.jpg
175630.jpg,3440,..\datasets\train\175630_aligned.jpg
190737.jpg,8164,..\datasets\train\190737_aligned.jpg
010889.jpg,988,..\datasets\train\010889_aligned.jpg
084929.jpg,9965,..\datasets\train\084929_aligned.jpg
198475.jpg,7378,..\datasets\train\198475_aligned.jpg
143545.jpg,8195,..\datasets\train\143545_aligned.jpg
148436.jpg,1842,..\datasets\train\148436_aligned.jpg
010409.jpg,1088,..\datasets\train\010409_aligned.jpg
022461.jpg,8028,..\datasets\train\022461_aligned.jpg
109834.jpg,8419,..\datasets\train\109834_aligned.jpg
140307.jpg,2562,..\datasets\train\140307_aligned.jpg
138759.jpg,8747,..\datasets\train\138759_aligned.jpg
192669.jpg,10102,..\datasets\train\192669_aligned.jpg
022738.jpg,1474,..\datasets\train\022738_aligned.jpg
117644.jpg,9084,..\datasets\train\117644_aligned.jpg
019077.jpg,2572,..\datasets\train\019077_aligned.jpg
107400.jpg,6914,..\datasets\train\107400_aligned.jpg
186281.jpg,7439,..\datasets\train\186281_aligned.jpg
030422.jpg,600,..\datasets\train\030422_aligned.jpg
072128.jpg,4137,..\datasets\train\072128_aligned.jpg
179876.jpg,4076,..\datasets\train\179876_aligned.jpg
042844.jpg,9138,..\datasets\train\042844_aligned.jpg
026003.jpg,1646,..\datasets\train\026003_aligned.jpg
097647.jpg,4808,..\datasets\train\097647_aligned.jpg
186956.jpg,6920,..\datasets\train\186956_aligned.jpg
028090.jpg,9843,..\datasets\train\028090_aligned.jpg
168317.jpg,1582,..\datasets\train\168317_aligned.jpg
000773.jpg,4334,..\datasets\train\000773_aligned.jpg
146039.jpg,9987,..\datasets\train\146039_aligned.jpg
201756.jpg,5298,..\datasets\train\201756_aligned.jpg
001909.jpg,3084,..\datasets\train\001909_aligned.jpg
090537.jpg,4920,..\datasets\train\090537_aligned.jpg
069128.jpg,4419,..\datasets\train\069128_aligned.jpg
004732.jpg,7237,..\datasets\train\004732_aligned.jpg
037617.jpg,3546,..\datasets\train\037617_aligned.jpg
061408.jpg,10095,..\datasets\train\061408_aligned.jpg
081914.jpg,7180,..\datasets\train\081914_aligned.jpg
086744.jpg,2065,..\datasets\train\086744_aligned.jpg
039133.jpg,1686,..\datasets\train\039133_aligned.jpg
105619.jpg,1508,..\datasets\train\105619_aligned.jpg
155962.jpg,7315,..\datasets\train\155962_aligned.jpg
023709.jpg,1393,..\datasets\train\023709_aligned.jpg
178853.jpg,1999,..\datasets\train\178853_aligned.jpg
023222.jpg,3270,..\datasets\train\023222_aligned.jpg
003551.jpg,8705,..\datasets\train\003551_aligned.jpg
148960.jpg,10096,..\datasets\train\148960_aligned.jpg
066229.jpg,1422,..\datasets\train\066229_aligned.jpg
136018.jpg,8602,..\datasets\train\136018_aligned.jpg
141242.jpg,5833,..\datasets\train\141242_aligned.jpg
133729.jpg,6371,..\datasets\train\133729_aligned.jpg
143749.jpg,8676,..\datasets\train\143749_aligned.jpg
064864.jpg,8412,..\datasets\train\064864_aligned.jpg
004067.jpg,9944,..\datasets\train\004067_aligned.jpg
145294.jpg,4988,..\datasets\train\145294_aligned.jpg
178008.jpg,4242,..\datasets\train\178008_aligned.jpg
123086.jpg,2063,..\datasets\train\123086_aligned.jpg
000464.jpg,3027,..\datasets\train\000464_aligned.jpg
099596.jpg,8518,..\datasets\train\099596_aligned.jpg
086020.jpg,3168,..\datasets\train\086020_aligned.jpg
084738.jpg,23,..\datasets\train\084738_aligned.jpg
144719.jpg,8412,..\datasets\train\144719_aligned.jpg
042850.jpg,1700,..\datasets\train\042850_aligned.jpg
016894.jpg,1985,..\datasets\train\016894_aligned.jpg
108882.jpg,6438,..\datasets\train\108882_aligned.jpg
172313.jpg,1201,..\datasets\train\172313_aligned.jpg
162312.jpg,2318,..\datasets\train\162312_aligned.jpg
131818.jpg,1810,..\datasets\train\131818_aligned.jpg
011133.jpg,8974,..\datasets\train\011133_aligned.jpg
149584.jpg,4959,..\datasets\train\149584_aligned.jpg
128327.jpg,2065,..\datasets\train\128327_aligned.jpg
068772.jpg,3377,..\datasets\train\068772_aligned.jpg
075690.jpg,534,..\datasets\train\075690_aligned.jpg
084900.jpg,9646,..\datasets\train\084900_aligned.jpg
034797.jpg,987,..\datasets\train\034797_aligned.jpg
088220.jpg,6633,..\datasets\train\088220_aligned.jpg
184823.jpg,5061,..\datasets\train\184823_aligned.jpg
200727.jpg,5226,..\datasets\train\200727_aligned.jpg
035358.jpg,1700,..\datasets\train\035358_aligned.jpg
156826.jpg,958,..\datasets\train\156826_aligned.jpg
094060.jpg,4976,..\datasets\train\094060_aligned.jpg
191327.jpg,8406,..\datasets\train\191327_aligned.jpg
025598.jpg,8563,..\datasets\train\025598_aligned.jpg
194125.jpg,6421,..\datasets\train\194125_aligned.jpg
087356.jpg,9693,..\datasets\train\087356_aligned.jpg
163338.jpg,2471,..\datasets\train\163338_aligned.jpg
035058.jpg,1603,..\datasets\train\035058_aligned.jpg
163819.jpg,1306,..\datasets\train\163819_aligned.jpg
159640.jpg,8810,..\datasets\train\159640_aligned.jpg
190732.jpg,6074,..\datasets\train\190732_aligned.jpg
107640.jpg,2295,..\datasets\train\107640_aligned.jpg
001500.jpg,4027,..\datasets\train\001500_aligned.jpg
044454.jpg,6914,..\datasets\train\044454_aligned.jpg
177645.jpg,3859,..\datasets\train\177645_aligned.jpg
116513.jpg,9946,..\datasets\train\116513_aligned.jpg
172987.jpg,1346,..\datasets\train\172987_aligned.jpg
041507.jpg,8964,..\datasets\train\041507_aligned.jpg
081214.jpg,447,..\datasets\train\081214_aligned.jpg
092114.jpg,2611,..\datasets\train\092114_aligned.jpg
199122.jpg,9917,..\datasets\train\199122_aligned.jpg
148731.jpg,4647,..\datasets\train\148731_aligned.jpg
018193.jpg,6532,..\datasets\train\018193_aligned.jpg
141721.jpg,4637,..\datasets\train\141721_aligned.jpg
073091.jpg,9944,..\datasets\train\073091_aligned.jpg
110407.jpg,4953,..\datasets\train\110407_aligned.jpg
057883.jpg,1228,..\datasets\train\057883_aligned.jpg
122950.jpg,8469,..\datasets\train\122950_aligned.jpg
143118.jpg,8570,..\datasets\train\143118_aligned.jpg
138154.jpg,993,..\datasets\train\138154_aligned.jpg
173883.jpg,2496,..\datasets\train\173883_aligned.jpg
059751.jpg,8708,..\datasets\train\059751_aligned.jpg
000402.jpg,4225,..\datasets\train\000402_aligned.jpg
164890.jpg,4558,..\datasets\train\164890_aligned.jpg
149468.jpg,894,..\datasets\train\149468_aligned.jpg
137791.jpg,8386,..\datasets\train\137791_aligned.jpg
007351.jpg,8374,..\datasets\train\007351_aligned.jpg
080443.jpg,2533,..\datasets\train\080443_aligned.jpg
179475.jpg,1641,..\datasets\train\179475_aligned.jpg
192589.jpg,9917,..\datasets\train\192589_aligned.jpg
143736.jpg,5321,..\datasets\train\143736_aligned.jpg
139959.jpg,4782,..\datasets\train\139959_aligned.jpg
156370.jpg,7203,..\datasets\train\156370_aligned.jpg
202328.jpg,9761,..\datasets\train\202328_aligned.jpg
062801.jpg,4352,..\datasets\train\062801_aligned.jpg
140410.jpg,6368,..\datasets\train\140410_aligned.jpg
174190.jpg,2087,..\datasets\train\174190_aligned.jpg
001403.jpg,9297,..\datasets\train\001403_aligned.jpg
080309.jpg,8506,..\datasets\train\080309_aligned.jpg
164700.jpg,1569,..\datasets\train\164700_aligned.jpg
156763.jpg,6354,..\datasets\train\156763_aligned.jpg
119667.jpg,4650,..\datasets\train\119667_aligned.jpg
119428.jpg,1301,..\datasets\train\119428_aligned.jpg
011813.jpg,9039,..\datasets\train\011813_aligned.jpg
000778.jpg,8597,..\datasets\train\000778_aligned.jpg
184282.jpg,5061,..\datasets\train\184282_aligned.jpg
012487.jpg,7866,..\datasets\train\012487_aligned.jpg
168690.jpg,4204,..\datasets\train\168690_aligned.jpg
175215.jpg,3040,..\datasets\train\175215_aligned.jpg
011120.jpg,5050,..\datasets\train\011120_aligned.jpg
131802.jpg,4609,..\datasets\train\131802_aligned.jpg
138125.jpg,1062,..\datasets\train\138125_aligned.jpg
177207.jpg,4669,..\datasets\train\177207_aligned.jpg
034072.jpg,8247,..\datasets\train\034072_aligned.jpg
133962.jpg,4251,..\datasets\train\133962_aligned.jpg
132961.jpg,8448,..\datasets\train\132961_aligned.jpg
084499.jpg,6214,..\datasets\train\084499_aligned.jpg
195154.jpg,8728,..\datasets\train\195154_aligned.jpg
167680.jpg,1641,..\datasets\train\167680_aligned.jpg
196392.jpg,4973,..\datasets\train\196392_aligned.jpg
112061.jpg,6556,..\datasets\train\112061_aligned.jpg
173391.jpg,2348,..\datasets\train\173391_aligned.jpg
060306.jpg,4315,..\datasets\train\060306_aligned.jpg
009475.jpg,4637,..\datasets\train\009475_aligned.jpg
036228.jpg,7318,..\datasets\train\036228_aligned.jpg
078680.jpg,8427,..\datasets\train\078680_aligned.jpg
097016.jpg,5450,..\datasets\train\097016_aligned.jpg
122824.jpg,1447,..\datasets\train\122824_aligned.jpg
030864.jpg,2072,..\datasets\train\030864_aligned.jpg
031120.jpg,3080,..\datasets\train\031120_aligned.jpg
187171.jpg,6172,..\datasets\train\187171_aligned.jpg
040605.jpg,6864,..\datasets\train\040605_aligned.jpg
034185.jpg,6262,..\datasets\train\034185_aligned.jpg
151902.jpg,4671,..\datasets\train\151902_aligned.jpg
123075.jpg,6438,..\datasets\train\123075_aligned.jpg
189530.jpg,4943,..\datasets\train\189530_aligned.jpg
014346.jpg,6081,..\datasets\train\014346_aligned.jpg
121405.jpg,5303,..\datasets\train\121405_aligned.jpg
143093.jpg,8867,..\datasets\train\143093_aligned.jpg
079717.jpg,7233,..\datasets\train\079717_aligned.jpg
038611.jpg,6995,..\datasets\train\038611_aligned.jpg
131589.jpg,8518,..\datasets\train\131589_aligned.jpg
119825.jpg,5903,..\datasets\train\119825_aligned.jpg
082680.jpg,4135,..\datasets\train\082680_aligned.jpg
123248.jpg,5786,..\datasets\train\123248_aligned.jpg
046441.jpg,9054,..\datasets\train\046441_aligned.jpg
048981.jpg,1604,..\datasets\train\048981_aligned.jpg
078528.jpg,6198,..\datasets\train\078528_aligned.jpg
155054.jpg,2892,..\datasets\train\155054_aligned.jpg
143849.jpg,4532,..\datasets\train\143849_aligned.jpg
130737.jpg,1629,..\datasets\train\130737_aligned.jpg
135550.jpg,5414,..\datasets\train\135550_aligned.jpg
172695.jpg,1293,..\datasets\train\172695_aligned.jpg
007128.jpg,10135,..\datasets\train\007128_aligned.jpg
019897.jpg,1986,..\datasets\train\019897_aligned.jpg
056086.jpg,4527,..\datasets\train\056086_aligned.jpg
041297.jpg,5340,..\datasets\train\041297_aligned.jpg
168927.jpg,3490,..\datasets\train\168927_aligned.jpg
123169.jpg,3010,..\datasets\train\123169_aligned.jpg
019025.jpg,8023,..\datasets\train\019025_aligned.jpg
129755.jpg,6143,..\datasets\train\129755_aligned.jpg
053848.jpg,1335,..\datasets\train\053848_aligned.jpg
010167.jpg,6263,..\datasets\train\010167_aligned.jpg
146729.jpg,3383,..\datasets\train\146729_aligned.jpg
017800.jpg,4814,..\datasets\train\017800_aligned.jpg
185679.jpg,8951,..\datasets\train\185679_aligned.jpg
082973.jpg,4814,..\datasets\train\082973_aligned.jpg
055114.jpg,8656,..\datasets\train\055114_aligned.jpg
191750.jpg,9128,..\datasets\train\191750_aligned.jpg
019398.jpg,10044,..\datasets\train\019398_aligned.jpg
073468.jpg,2425,..\datasets\train\073468_aligned.jpg
200369.jpg,9713,..\datasets\train\200369_aligned.jpg
038760.jpg,9646,..\datasets\train\038760_aligned.jpg
035172.jpg,6308,..\datasets\train\035172_aligned.jpg
003634.jpg,4288,..\datasets\train\003634_aligned.jpg
033054.jpg,1224,..\datasets\train\033054_aligned.jpg
061848.jpg,7260,..\datasets\train\061848_aligned.jpg
152358.jpg,2301,..\datasets\train\152358_aligned.jpg
005138.jpg,3404,..\datasets\train\005138_aligned.jpg
143900.jpg,5094,..\datasets\train\143900_aligned.jpg
193940.jpg,5941,..\datasets\train\193940_aligned.jpg
059050.jpg,9729,..\datasets\train\059050_aligned.jpg
047453.jpg,4865,..\datasets\train\047453_aligned.jpg
067104.jpg,1289,..\datasets\train\067104_aligned.jpg
027770.jpg,8448,..\datasets\train\027770_aligned.jpg
154831.jpg,4054,..\datasets\train\154831_aligned.jpg
174372.jpg,4372,..\datasets\train\174372_aligned.jpg
011951.jpg,2483,..\datasets\train\011951_aligned.jpg
120868.jpg,1603,..\datasets\train\120868_aligned.jpg
145011.jpg,2610,..\datasets\train\145011_aligned.jpg
002518.jpg,2562,..\datasets\train\002518_aligned.jpg
025905.jpg,6110,..\datasets\train\025905_aligned.jpg
111747.jpg,10021,..\datasets\train\111747_aligned.jpg
023848.jpg,8856,..\datasets\train\023848_aligned.jpg
193327.jpg,6267,..\datasets\train\193327_aligned.jpg
067052.jpg,8707,..\datasets\train\067052_aligned.jpg
066086.jpg,4782,..\datasets\train\066086_aligned.jpg
153879.jpg,6681,..\datasets\train\153879_aligned.jpg
059485.jpg,6645,..\datasets\train\059485_aligned.jpg
023712.jpg,3957,..\datasets\train\023712_aligned.jpg
144107.jpg,5410,..\datasets\train\144107_aligned.jpg
019127.jpg,5982,..\datasets\train\019127_aligned.jpg
183834.jpg,8621,..\datasets\train\183834_aligned.jpg
044225.jpg,3714,..\datasets\train\044225_aligned.jpg
085744.jpg,2921,..\datasets\train\085744_aligned.jpg
017347.jpg,3438,..\datasets\train\017347_aligned.jpg
015396.jpg,3166,..\datasets\train\015396_aligned.jpg
110821.jpg,7271,..\datasets\train\110821_aligned.jpg
168454.jpg,4372,..\datasets\train\168454_aligned.jpg
196281.jpg,9864,..\datasets\train\196281_aligned.jpg
074486.jpg,5491,..\datasets\train\074486_aligned.jpg
180682.jpg,4388,..\datasets\train\180682_aligned.jpg
070121.jpg,8723,..\datasets\train\070121_aligned.jpg
013283.jpg,6524,..\datasets\train\013283_aligned.jpg
053014.jpg,8827,..\datasets\train\053014_aligned.jpg
005039.jpg,2219,..\datasets\train\005039_aligned.jpg
155996.jpg,6166,..\datasets\train\155996_aligned.jpg
097121.jpg,7611,..\datasets\train\097121_aligned.jpg
168206.jpg,1455,..\datasets\train\168206_aligned.jpg
089949.jpg,2863,..\datasets\train\089949_aligned.jpg
021135.jpg,3760,..\datasets\train\021135_aligned.jpg
098656.jpg,6330,..\datasets\train\098656_aligned.jpg
199727.jpg,8496,..\datasets\train\199727_aligned.jpg
132855.jpg,2221,..\datasets\train\132855_aligned.jpg
006503.jpg,8275,..\datasets\train\006503_aligned.jpg
059529.jpg,7756,..\datasets\train\059529_aligned.jpg
017197.jpg,6087,..\datasets\train\017197_aligned.jpg
147881.jpg,5932,..\datasets\train\147881_aligned.jpg
055442.jpg,1467,..\datasets\train\055442_aligned.jpg
106179.jpg,5902,..\datasets\train\106179_aligned.jpg
012986.jpg,10036,..\datasets\train\012986_aligned.jpg
008601.jpg,2249,..\datasets\train\008601_aligned.jpg
120449.jpg,7680,..\datasets\train\120449_aligned.jpg
139298.jpg,6231,..\datasets\train\139298_aligned.jpg
036114.jpg,3880,..\datasets\train\036114_aligned.jpg
162902.jpg,2034,..\datasets\train\162902_aligned.jpg
078782.jpg,9024,..\datasets\train\078782_aligned.jpg
079652.jpg,3705,..\datasets\train\079652_aligned.jpg
086241.jpg,3915,..\datasets\train\086241_aligned.jpg
182662.jpg,5301,..\datasets\train\182662_aligned.jpg
000840.jpg,5833,..\datasets\train\000840_aligned.jpg
089654.jpg,7256,..\datasets\train\089654_aligned.jpg
131849.jpg,4828,..\datasets\train\131849_aligned.jpg
001712.jpg,5566,..\datasets\train\001712_aligned.jpg
176878.jpg,1324,..\datasets\train\176878_aligned.jpg
075518.jpg,4433,..\datasets\train\075518_aligned.jpg
178625.jpg,114,..\datasets\train\178625_aligned.jpg
172234.jpg,1807,..\datasets\train\172234_aligned.jpg
165300.jpg,1708,..\datasets\train\165300_aligned.jpg
081653.jpg,2573,..\datasets\train\081653_aligned.jpg
035646.jpg,1604,..\datasets\train\035646_aligned.jpg
035650.jpg,4027,..\datasets\train\035650_aligned.jpg
009294.jpg,6181,..\datasets\train\009294_aligned.jpg
064887.jpg,5369,..\datasets\train\064887_aligned.jpg
115825.jpg,8905,..\datasets\train\115825_aligned.jpg
167732.jpg,2303,..\datasets\train\167732_aligned.jpg
091225.jpg,2239,..\datasets\train\091225_aligned.jpg
016839.jpg,2909,..\datasets\train\016839_aligned.jpg
108658.jpg,5775,..\datasets\train\108658_aligned.jpg
041876.jpg,3600,..\datasets\train\041876_aligned.jpg
131756.jpg,8189,..\datasets\train\131756_aligned.jpg
139649.jpg,4419,..\datasets\train\139649_aligned.jpg
086629.jpg,4819,..\datasets\train\086629_aligned.jpg
139926.jpg,10135,..\datasets\train\139926_aligned.jpg
027412.jpg,4258,..\datasets\train\027412_aligned.jpg
177444.jpg,2348,..\datasets\train\177444_aligned.jpg
172911.jpg,1395,..\datasets\train\172911_aligned.jpg
076955.jpg,7187,..\datasets\train\076955_aligned.jpg
006348.jpg,5320,..\datasets\train\006348_aligned.jpg
100155.jpg,4255,..\datasets\train\100155_aligned.jpg
147382.jpg,9924,..\datasets\train\147382_aligned.jpg
011057.jpg,5161,..\datasets\train\011057_aligned.jpg
183824.jpg,8659,..\datasets\train\183824_aligned.jpg
003159.jpg,2301,..\datasets\train\003159_aligned.jpg
109204.jpg,1517,..\datasets\train\109204_aligned.jpg
012245.jpg,3959,..\datasets\train\012245_aligned.jpg
184518.jpg,5768,..\datasets\train\184518_aligned.jpg
028887.jpg,4583,..\datasets\train\028887_aligned.jpg
111120.jpg,5346,..\datasets\train\111120_aligned.jpg
009628.jpg,9054,..\datasets\train\009628_aligned.jpg
061842.jpg,5008,..\datasets\train\061842_aligned.jpg
143502.jpg,6714,..\datasets\train\143502_aligned.jpg
059667.jpg,7764,..\datasets\train\059667_aligned.jpg
051592.jpg,7240,..\datasets\train\051592_aligned.jpg
001189.jpg,8247,..\datasets\train\001189_aligned.jpg
003489.jpg,7866,..\datasets\train\003489_aligned.jpg
128042.jpg,4824,..\datasets\train\128042_aligned.jpg
201000.jpg,6407,..\datasets\train\201000_aligned.jpg
136432.jpg,9001,..\datasets\train\136432_aligned.jpg
036853.jpg,9028,..\datasets\train\036853_aligned.jpg
007648.jpg,4874,..\datasets\train\007648_aligned.jpg
001859.jpg,6792,..\datasets\train\001859_aligned.jpg
077713.jpg,1629,..\datasets\train\077713_aligned.jpg
196301.jpg,4931,..\datasets\train\196301_aligned.jpg
188188.jpg,8657,..\datasets\train\188188_aligned.jpg
063794.jpg,5459,..\datasets\train\063794_aligned.jpg
134748.jpg,4137,..\datasets\train\134748_aligned.jpg
029875.jpg,3119,..\datasets\train\029875_aligned.jpg
172104.jpg,1027,..\datasets\train\172104_aligned.jpg
199601.jpg,5426,..\datasets\train\199601_aligned.jpg
131881.jpg,7422,..\datasets\train\131881_aligned.jpg
169014.jpg,2020,..\datasets\train\169014_aligned.jpg
189771.jpg,5774,..\datasets\train\189771_aligned.jpg
044020.jpg,8468,..\datasets\train\044020_aligned.jpg
031059.jpg,8739,..\datasets\train\031059_aligned.jpg
021522.jpg,4338,..\datasets\train\021522_aligned.jpg
134749.jpg,6844,..\datasets\train\134749_aligned.jpg
080126.jpg,2120,..\datasets\train\080126_aligned.jpg
143760.jpg,6914,..\datasets\train\143760_aligned.jpg
097691.jpg,3469,..\datasets\train\097691_aligned.jpg
146156.jpg,2155,..\datasets\train\146156_aligned.jpg
021875.jpg,5018,..\datasets\train\021875_aligned.jpg
033316.jpg,3168,..\datasets\train\033316_aligned.jpg
014587.jpg,10087,..\datasets\train\014587_aligned.jpg
046053.jpg,6417,..\datasets\train\046053_aligned.jpg
157744.jpg,3034,..\datasets\train\157744_aligned.jpg
124784.jpg,7354,..\datasets\train\124784_aligned.jpg
064274.jpg,122,..\datasets\train\064274_aligned.jpg
030712.jpg,1135,..\datasets\train\030712_aligned.jpg
138956.jpg,1061,..\datasets\train\138956_aligned.jpg
035469.jpg,4102,..\datasets\train\035469_aligned.jpg
007136.jpg,6214,..\datasets\train\007136_aligned.jpg
002879.jpg,8468,..\datasets\train\002879_aligned.jpg
183826.jpg,6267,..\datasets\train\183826_aligned.jpg
142659.jpg,4498,..\datasets\train\142659_aligned.jpg
050140.jpg,5896,..\datasets\train\050140_aligned.jpg
066436.jpg,4805,..\datasets\train\066436_aligned.jpg
163331.jpg,192,..\datasets\train\163331_aligned.jpg
064480.jpg,6705,..\datasets\train\064480_aligned.jpg
014800.jpg,3186,..\datasets\train\014800_aligned.jpg
116746.jpg,10127,..\datasets\train\116746_aligned.jpg
164626.jpg,1059,..\datasets\train\164626_aligned.jpg
172447.jpg,4177,..\datasets\train\172447_aligned.jpg
022050.jpg,6574,..\datasets\train\022050_aligned.jpg
110768.jpg,2253,..\datasets\train\110768_aligned.jpg
172358.jpg,4147,..\datasets\train\172358_aligned.jpg
067097.jpg,4310,..\datasets\train\067097_aligned.jpg
027297.jpg,3705,..\datasets\train\027297_aligned.jpg
